,tour,place,prize,team
1272,WePlay Dota2 League Season 1,3,"$1,200",Lions Pride
1273,WePlay Dota2 League Season 1,3,"$1,200",rat in the dark
1274,WePlay Dota2 League Season 1,3,"$1,200",ROOT Gaming
1275,WePlay Dota2 League Season 1,3,"$1,200",Netolic Gaming
1276,WePlay Dota2 League Season 1,3,"$1,200",DuSt Gaming
1277,DreamHack Dota 2 Invitational,1,"$2,500",Alliance
1278,DreamHack Dota 2 Invitational,2,"$1,500",Team Dignitas
1279,DreamHack Dota 2 Invitational,3,"$1,000",Team Liquid
1280,DreamHack Dota 2 Invitational,3,"$1,000",Fnatic.EU
1281,DreamHack Dota 2 Invitational,3,"$1,000",Team Empire
1282,DreamHack Dota 2 Invitational,3,"$1,000",QPAD Red Pandas
1283,DreamHack Dota 2 Invitational,3,"$1,000",Virtus.pro
1284,DreamHack Dota 2 Invitational,3,"$1,000",mousesports
1285,Ritmix Russian DOTA 2 League,1,"$4,000",Team Dignitas
1286,Ritmix Russian DOTA 2 League,2,"$1,500",Virtus.pro
1287,Ritmix Russian DOTA 2 League,3,$500,No Tidehunter
1288,Ritmix Russian DOTA 2 League,3,$500,Team Liquid
1289,Ritmix Russian DOTA 2 League,3,$500,Team Empire
1290,Ritmix Russian DOTA 2 League,3,$500,mousesports
1291,Ritmix Russian DOTA 2 League,3,$500,Fnatic.EU
1292,Ritmix Russian DOTA 2 League,3,$500,RoX.KIS
1293,Techlabs Cup 2013 Season 1,1,"$5,000",Team Empire
1294,Techlabs Cup 2013 Season 1,2,"$3,000",iCCup
1295,Techlabs Cup 2013 Season 1,3,"$1,500",Natus Vincere
1296,Techlabs Cup 2013 Season 1,4,$500,Virtus.pro
1297,Armaggeddon Dota 2 Grand Slam Asia 2013,1,"$5,000",Apple Banana Cucumber
1298,Armaggeddon Dota 2 Grand Slam Asia 2013,2,"$2,000",First Departure
1299,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Awake
1300,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Pacific eSports
1301,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",TLer ReborN 
1302,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Harrosh
1303,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Gizmo Gaming
1304,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Gangster.Blaque
1305,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Neolution Indonesia
1306,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",The Kade 
1307,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Genuineness of Geeks
1308,Armaggeddon Dota 2 Grand Slam Asia 2013,3,"$1,000",Gameware
1309,GosuLeague Season 5 Division 1,1,"$2,500",Natus Vincere
1310,GosuLeague Season 5 Division 1,2,"$1,500",Team Empire
1311,GosuLeague Season 5 Division 1,3,"$1,000",NEXT.kz
1312,GosuLeague Season 5 Division 1,3,"$1,000",mousesports
1313,GosuLeague Season 5 Division 1,3,"$1,000",Svenhunterz
1314,GosuLeague Season 5 Division 1,3,"$1,000",Kaipi
1315,GosuLeague Season 5 Division 1,3,"$1,000",Pulse eSports
1316,GosuLeague Season 5 Division 1,3,"$1,000",DD.Dota
1317,GosuLeague Season 4 Division 1,1,"$2,500",Natus Vincere
1318,GosuLeague Season 4 Division 1,2,"$1,500",Kaipi
1319,GosuLeague Season 4 Division 1,3,"$1,000",mousesports
1320,GosuLeague Season 4 Division 1,3,"$1,000",GamersLeague
1321,GosuLeague Season 4 Division 1,3,"$1,000",Meet Your Makers
1322,GosuLeague Season 4 Division 1,3,"$1,000",NEXT.kz
1323,GosuLeague Season 4 Division 1,3,"$1,000",Team Shakira
1324,GosuLeague Season 4 Division 1,3,"$1,000",Darer
1325,Alienware 2012 Battlegrounds,1,"$1,500",Orange Esports
1326,Alienware 2012 Battlegrounds,2,"$1,000",MUFC
1327,Alienware 2012 Battlegrounds,3,$500,Team Zenith
1328,Alienware 2012 Battlegrounds,3,$500,Flash eSports
1329,WCG Asia 2012,1,"$3,000",Orange Esports
1330,WCG Asia 2012,2,"$2,000",MiTH.Trust
1331,WCG Asia 2012,3,"$1,000",AMPM.WONOSOBO 
1332,WCG Asia 2012,3,"$1,000",Mineski
1333,WCG Asia 2012,3,"$1,000",LoF
1334,WCG Asia 2012,3,"$1,000",Veil
1335,WCG Asia 2012,3,"$1,000",1st.VN
1336,Samsung European Encounter,1,"$3,694",We haz Asian
1337,Samsung European Encounter,2,"$2,463",Copenhagen Wolves
1338,Samsung European Encounter,3,"$1,231",Mortal Teamwork
1339,Samsung European Encounter,3,"$1,231",Team Infused
1340,Samsung European Encounter,3,"$1,231",Storm Games Clan
1341,Samsung European Encounter,3,"$1,231",uebelst gamynG
1342,Samsung European Encounter,3,"$1,231",eEriness
1343,Samsung European Encounter,3,"$1,231",Maggie's Farm
1344,ProDOTA2 Non-Pro League Season 1,1,"$5,000",Mortal Teamwork
1345,ProDOTA2 Non-Pro League Season 1,2,"$3,000",paiN Gaming
1346,ProDOTA2 Non-Pro League Season 1,3,"$2,000",NEXT.kz
1347,ProDOTA2 Non-Pro League Season 1,3,"$2,000",Storm Games Clan
1348,ProDOTA2 Non-Pro League Season 1,3,"$2,000",ECeS 
1349,ProDOTA2 Non-Pro League Season 1,3,"$2,000",Duskbin
1350,ProDOTA2 Non-Pro League Season 1,3,"$2,000",Harrosh
1351,ProDOTA2 Non-Pro League Season 1,3,"$2,000",AEONSports
1352,GosuLeague Season 3,1,"$2,500",mousesports
1353,GosuLeague Season 3,2,"$1,500",Darer
1354,GosuLeague Season 3,3,"$1,000",GamersLeague
1355,GosuLeague Season 3,3,"$1,000",Mortal Teamwork
1356,GosuLeague Season 3,3,"$1,000",Copenhagen Wolves
1357,GosuLeague Season 3,3,"$1,000",NEXT.kz
1358,GosuLeague Season 3,3,"$1,000",Ben's Fuck Buddies
1359,GosuLeague Season 3,3,"$1,000",Moscow Five
1360,GosuLeague Season 2,1,"$2,000",Mortal Teamwork
1361,GosuLeague Season 2,2,"$1,000",mousesports
1362,GosuLeague Season 2,3,$500,Darer
1363,GosuLeague Season 2,3,$500,NEXT.kz
1364,GosuLeague Season 2,3,$500,Keita Gaming
1365,GosuLeague Season 2,3,$500,Moscow Five
1366,GosuLeague Season 2,3,$500,Team Infused
1367,GosuLeague Season 2,3,$500,EYES ON U
1368,Gigabyte Dota 2 Masters,1,"$3,000",LGD Gaming
1369,Gigabyte Dota 2 Masters,2,"$1,250",Team Zenith
1370,Gigabyte Dota 2 Masters,3,$750,Orange Esports
1371,Gigabyte Dota 2 Masters,3,$750,TongFu
1372,Gigabyte Dota 2 Masters,3,$750,Invictus Gaming
1373,Gigabyte Dota 2 Masters,3,$750,World Elite
1374,Gigabyte Dota 2 Masters,3,$750,EHOME
1375,Gigabyte Dota 2 Masters,3,$750,AEONSports
1376,Gigabyte Dota 2 Masters,3,$750,Ice
1377,Gigabyte Dota 2 Masters,3,$750,Invasion e-Sports
1378,Gigabyte Dota 2 Masters,3,$750,MUFC
1379,Gigabyte Dota 2 Masters,3,$750,Giggles 
1380,Gigabyte Dota 2 Masters,3,$750,Team DK
1381,Gigabyte Dota 2 Masters,3,$750,Big Plays 
1382,Gigabyte Dota 2 Masters,3,$750,Absolute Legends
1383,Gigabyte Dota 2 Masters,3,$750,Sequential Gaming
1384,Gigabyte Dota 2 Masters,3,$750,MiTH.Trust
1385,Gigabyte Dota 2 Masters,3,$750,Space Monkeys
1386,Gigabyte Dota 2 Masters,3,$750,Mineski
1387,Gigabyte Dota 2 Masters,3,$750,Duskbin
1388,Gigabyte Dota 2 Masters,3,$750,Art-Gaming
1389,Gigabyte Dota 2 Masters,3,$750,StarsBoba
1390,Gigabyte Dota 2 Masters,3,$750,Ledion Dreamz
1391,Gigabyte Dota 2 Masters,3,$750,Neolution E-Sport
1392,GosuLeague Season 1,1,$750,Team Infused
1393,GosuLeague Season 1,2,$500,Keita Gaming
1394,GosuLeague Season 1,3,$250,Moscow Five
1395,GosuLeague Season 1,3,$250,NEXT.kz
1396,GosuLeague Season 1,3,$250,It's Gosu eSports
1397,GosuLeague Season 1,3,$250,DTS Gaming
1398,GosuLeague Season 1,3,$250,mousesports
1399,GosuLeague Season 1,3,$250,EnRo
1400,Dota2Replays Brawl,1,"$4,000",mousesports
1401,Dota2Replays Brawl,2,"$1,500",compLexity Gaming
1402,Dota2Replays Brawl,3,$700,Counter Logic Gaming
1403,Dota2Replays Brawl,3,$700,Absolute Legends
1404,Razer Dota 2 Tournament,1,"$2,500",Mineski
1405,Razer Dota 2 Tournament,2,"$1,000",Orange Esports
1406,Razer Dota 2 Tournament,3,$500,AEONSports
1407,Razer Dota 2 Tournament,3,$500,Genuineness of Geeks
1408,Malaysia Invitational,1,"$5,000",Orange Esports
1409,Malaysia Invitational,2,"$3,000",MiTH.Trust
1410,Malaysia Invitational,3,"$2,000",Mineski
1411,Malaysia Invitational,3,"$2,000",MUFC
1412,Malaysia Invitational,3,"$2,000",AEONSports
1413,Malaysia Invitational,3,"$2,000",Meet Your Makers
1414,Malaysia Invitational,3,"$2,000",Neolution E-Sport
1415,Malaysia Invitational,3,"$2,000",RedSpade
1416,DreamHack Winter 2011,1,"$7,127",Wild Honey Badgers
1417,DreamHack Winter 2011,2,"$3,563",Fnatic
1418,DreamHack Winter 2011,3,"$2,138",SK Gaming
1419,DreamHack Winter 2011,4,"$1,425",Team Shakira
1420,DreamHack Winter 2011,4,"$1,425",ND9 1
1421,DreamHack Winter 2011,4,"$1,425",BX3 eSports Club
1422,DreamHack Winter 2011,4,"$1,425",Nook1e
1423,DreamHack Winter 2011,4,"$1,425",BlitZ
